id,station,species,sex,dish,scale,length,notes,incomplete,measured_by,,,,,,,,,,,,,,,,
B0805S471H76EPF,471,EP,F,NA,1,15.2,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S471H76EPF,471,EP,F,NA,1,22.77,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S471H76EPF,471,EP,F,NA,1,22.22,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S471H76EPF,471,EP,F,NA,1,23.94,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S471H76EPF,471,EP,F,NA,1,21.57,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S471H76EPF,471,EP,F,NA,1,21.46,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S471H76EPF,471,EP,F,NA,1,25.72,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S471H76EPF,471,EP,F,NA,1,22.38,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S471H76EPF,471,EP,F,NA,1,22.16,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPM,473,EP,M,NA,1,22.69,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPM,473,EP,M,NA,1,22.81,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPM,473,EP,M,NA,1,23.36,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPM,473,EP,M,NA,1,21.4,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPM,473,EP,M,NA,1,22.58,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPM,473,EP,M,NA,1,22.61,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPM,473,EP,M,NA,1,24.43,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPM,473,EP,M,NA,1,17.7,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPM,473,EP,M,NA,1,21.77,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPM,473,EP,M,NA,1,22.39,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPM,473,EP,M,NA,1,23.96,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPM,473,EP,M,NA,1,22.53,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPM,473,EP,M,NA,1,23.51,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPM,473,EP,M,NA,1,23.2,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPM,473,EP,M,NA,1,21.33,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPM,473,EP,M,NA,1,23.2,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPM,473,EP,M,NA,1,21.21,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPM,473,EP,M,NA,1,15.92,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPM,473,EP,M,NA,1,23.64,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPM,473,EP,M,NA,1,19.79,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPM,473,EP,M,NA,1,22.58,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPM,473,EP,M,NA,1,21.71,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPM,473,EP,M,NA,1,22.56,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPM,473,EP,M,NA,1,22.41,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPM,473,EP,M,NA,1,21.12,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPM,473,EP,M,NA,1,19.48,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPM,473,EP,M,NA,1,23.25,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPM,473,EP,M,NA,1,22.86,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPM,473,EP,M,NA,1,22.37,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPM,473,EP,M,NA,1,22.98,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPM,473,EP,M,NA,1,14.08,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPM,473,EP,M,NA,1,21.43,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPM,473,EP,M,NA,1,22.92,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPM,473,EP,M,NA,1,17.07,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPM,473,EP,M,NA,1,22.4,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPM,473,EP,M,NA,1,22.45,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPM,473,EP,M,NA,1,20.5,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPM,473,EP,M,NA,1,21.81,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPM,473,EP,M,NA,1,22.77,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPM,473,EP,M,NA,1,21.25,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPM,473,EP,M,NA,1,18.03,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPM,473,EP,M,NA,1,22.32,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPM,473,EP,M,NA,1,20.58,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPM,473,EP,M,NA,1,21.35,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPM,473,EP,M,NA,1,19.25,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPM,473,EP,M,NA,1,17.73,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPM,473,EP,M,NA,1,22.53,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPM,473,EP,M,NA,1,22.83,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPM,473,EP,M,NA,1,22.57,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPM,473,EP,M,NA,1,24.08,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPM,473,EP,M,NA,1,20.49,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPM,473,EP,M,NA,1,22.63,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPM,473,EP,M,NA,1,21.66,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPM,473,EP,M,NA,1,21.02,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPM,473,EP,M,NA,1,23.01,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPM,473,EP,M,NA,1,16.54,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPM,473,EP,M,NA,1,21.08,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPM,473,EP,M,NA,1,16.88,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPM,473,EP,M,NA,1,17.13,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPM,473,EP,M,NA,1,20.63,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPM,473,EP,M,NA,1,12.48,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPM,473,EP,M,NA,1,17.11,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPM,473,EP,M,NA,1,25.11,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPM,473,EP,M,NA,1,15.7,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPM,473,EP,M,NA,1,18.92,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPM,473,EP,M,NA,1,22.34,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPM,473,EP,M,NA,1,20.94,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPM,473,EP,M,NA,1,19.74,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPM,473,EP,M,NA,1,16.16,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPM,473,EP,M,NA,1,22.01,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPM,473,EP,M,NA,1,21.28,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPM,473,EP,M,NA,1,23.36,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPM,473,EP,M,NA,1,23.22,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPM,473,EP,M,NA,1,21.37,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPM,473,EP,M,NA,1,21.83,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPM,473,EP,M,NA,1,21.35,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPM,473,EP,M,NA,1,17.76,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPM,473,EP,M,NA,1,15.83,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPM,473,EP,M,NA,1,19.05,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPM,473,EP,M,NA,1,20.27,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPM,473,EP,M,NA,1,21.26,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPM,473,EP,M,NA,1,14.89,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPM,473,EP,M,NA,1,20.9,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPM,473,EP,M,NA,1,20.63,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPF,473,EP,F,NA,1,24.86,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPF,473,EP,F,NA,1,24.28,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPF,473,EP,F,NA,1,23.27,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPF,473,EP,F,NA,1,22.69,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPF,473,EP,F,NA,1,24.09,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPF,473,EP,F,NA,1,24.01,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPF,473,EP,F,NA,1,22.7,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPF,473,EP,F,NA,1,24.23,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPF,473,EP,F,NA,1,25.44,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPF,473,EP,F,NA,1,24.62,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPF,473,EP,F,NA,1,25.28,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPF,473,EP,F,NA,1,23.53,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPF,473,EP,F,NA,1,23.48,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPF,473,EP,F,NA,1,18.02,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPF,473,EP,F,NA,1,22.66,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPF,473,EP,F,NA,1,25.16,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPF,473,EP,F,NA,1,25.71,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPF,473,EP,F,NA,1,25.13,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPF,473,EP,F,NA,1,24.52,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPF,473,EP,F,NA,1,23.82,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPF,473,EP,F,NA,1,22.49,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPF,473,EP,F,NA,1,27.11,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPF,473,EP,F,NA,1,22.16,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPF,473,EP,F,NA,1,17.66,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPF,473,EP,F,NA,1,16.9,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPF,473,EP,F,NA,1,23.9,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPF,473,EP,F,NA,1,25.55,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPF,473,EP,F,NA,1,23.12,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPF,473,EP,F,NA,1,22.74,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPF,473,EP,F,NA,1,23.24,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPF,473,EP,F,NA,1,24.3,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPF,473,EP,F,NA,1,19.55,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPF,473,EP,F,NA,1,20.2,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPF,473,EP,F,NA,1,22.91,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPF,473,EP,F,NA,1,22.83,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPF,473,EP,F,NA,1,23.02,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPF,473,EP,F,NA,1,22.8,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPF,473,EP,F,NA,1,26.38,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPF,473,EP,F,NA,1,22.24,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPF,473,EP,F,NA,1,19.97,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPF,473,EP,F,NA,1,16.85,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPF,473,EP,F,NA,1,18.11,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPF,473,EP,F,NA,1,19.03,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPF,473,EP,F,NA,1,24.71,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPF,473,EP,F,NA,1,19.11,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPF,473,EP,F,NA,1,19.63,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPF,473,EP,F,NA,1,23.24,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPF,473,EP,F,NA,1,24.11,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPF,473,EP,F,NA,1,23.89,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPF,473,EP,F,NA,1,17.48,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPF,473,EP,F,NA,1,19.48,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPF,473,EP,F,NA,1,15.62,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPF,473,EP,F,NA,1,13.4,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPF,473,EP,F,NA,1,17.57,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPF,473,EP,F,NA,1,23.21,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPF,473,EP,F,NA,1,22.02,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPF,473,EP,F,NA,1,21.74,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPF,473,EP,F,NA,1,24.89,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPF,473,EP,F,NA,1,24.41,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPF,473,EP,F,NA,1,22.3,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPF,473,EP,F,NA,1,23.6,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPF,473,EP,F,NA,1,22.57,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPF,473,EP,F,NA,1,23.1,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPF,473,EP,F,NA,1,22.94,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPF,473,EP,F,NA,1,23.47,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPF,473,EP,F,NA,1,23.75,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPF,473,EP,F,NA,1,24.67,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPF,473,EP,F,NA,1,17.15,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPF,473,EP,F,NA,1,22.91,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPF,473,EP,F,NA,1,16.63,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPF,473,EP,F,NA,1,23.25,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPF,473,EP,F,NA,1,24.23,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPF,473,EP,F,NA,1,23.81,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPF,473,EP,F,NA,1,23.45,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPF,473,EP,F,NA,1,25.22,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPF,473,EP,F,NA,1,21,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPF,473,EP,F,NA,1,18.66,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPF,473,EP,F,NA,1,21.78,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPF,473,EP,F,NA,1,22.46,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPF,473,EP,F,NA,1,19.01,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPF,473,EP,F,NA,1,17.23,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPF,473,EP,F,NA,1,20.72,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPF,473,EP,F,NA,1,17.44,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPF,473,EP,F,NA,1,20.37,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPF,473,EP,F,NA,1,23.39,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPF,473,EP,F,NA,1,17.02,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPF,473,EP,F,NA,1,19.12,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPF,473,EP,F,NA,1,18.21,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPF,473,EP,F,NA,1,23.7,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPF,473,EP,F,NA,1,23.09,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPF,473,EP,F,NA,1,25.03,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPF,473,EP,F,NA,1,18.81,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPF,473,EP,F,NA,1,19.56,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S473H75EPF,473,EP,F,NA,1,22.77,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H74EPM,463,EP,M,NA,1,21.44,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H74EPM,463,EP,M,NA,1,22.12,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H74EPM,463,EP,M,NA,1,21.1,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H74EPM,463,EP,M,NA,1,20.81,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H74EPM,463,EP,M,NA,1,21.62,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H74EPM,463,EP,M,NA,1,22.02,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H74EPM,463,EP,M,NA,1,21.55,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H74EPM,463,EP,M,NA,1,20.94,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H74EPM,463,EP,M,NA,1,20.68,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
